word,translation
frontier,n.边境，边界
pause,v.停顿
fox,n.狐狸
hike,v.远足，徒步旅行
cave,n.洞穴
cloak,v.遮盖
cream,n.奶油
coupon,n.优惠券，礼券
fellowship,n.协会
drink,v.喝
chimney,n.烟囱
span,n.持续时间
shoulder,n.肩膀
site,n.地点
beam,n.光线，光束
undergo,v.经历，经受，遭受
fifty,num.五十
cheat,v.欺骗
convey,v.表达，传递
develop,v.发展
shock,n.震惊
jargon,n.行话，术语
routine,n.惯例
present,adj.目前的
deduce,v.推论，推断，演绎
outing,n.郊游，短途旅行
thief,n.小偷
lively,adj.充满活力的，活泼的
stand,v.站立
disturbance,n.干扰
remnant,n.剩余部分
graze,v.放牧
professor,n.教授
temporary,adj.暂时的，临时的
visit,v.拜访，参观
above,adv.在…上面
ancient,adj.古代的
clip,v.修剪
trunk,n.树干
outcome,n.结果，效果
sanction,n.制裁
blouse,n.（女式）衬衫
simple,adj.简单的
sketch,n.草图，素描
intermittent,adj.间歇的，断断续续的
interior,adj.内部的，里面的
violate,v.违反
skyscraper,n.摩天大楼
allege,v.断言
include,v.包括
island,n.岛
copyright,n.版权
come,v.来
unity,n.团结，统一
jewelry,n.珠宝，首饰
robe,n.长袍
court,n.法庭
cell,n.细胞
fasten,v.系牢
condemn,v.谴责
circuit,n.环行
irritate,v.激怒，使烦恼
predict,v.预言，预告
sugar,n.糖
cold,adj.冷的
beloved,adj.钟爱的
spouse,n.配偶
messenger,n.信使，通信员
minor,adj.较小的，轻微的，次要的
folk,n.人们
afterward,adv.之后，后来
castle,n.城堡
silk,n.丝，丝绸
acute,adj.严重的
contribute,v.捐赠
invention,n.发明
fourteen,num.十四
sociable,adj.喜欢交际的
horse,n.马
initiative,n.倡议
entire,adj.全部的，整个的
if,conj.如果
electrical,adj.电的
become,v.变成
software,n.软件
safe,adj.安全的
accountant,n.会计
collision,n.碰撞
forecast,n.预报，预测
military,adj.军事的，军队的，军用的
selection,n.选择
detector,n.探测器
bandage,n.绷带
authentic,adj.真正的
mad,adj.发疯的
kilometre,n.千米，公里
brake,n.刹车
Christ,n.基督，耶稣
ultimate,adj.最终的，终极的
interim,n.过渡期，中间期
team,n.队，小组
navigation,n.航行
feel,linkv.觉得，感到
headmaster,n.校长
national,adj.国家的，民族的
bet,v.赌博，下赌注
ultraviolet,adj.紫外线的，利用紫外线的
repertoire,n.全部剧目
supreme,adj.至高无上的
ham,n.火腿
antique,n.古物，古董
slice,n.薄片
paddle,n.船桨
rail,n.铁轨
incredible,adj.难以置信的
personal,adj.个人的
kilogram,n.千克，公斤
energetic,adj.精力充沛的
queer,adj.异常的
chemist,n.化学家
deny,v.否认
spill,v.洒出，溢出
wine,n.葡萄酒，果酒
country,n.国家
thirteen,num.十三
boycott,v.抵制
cautious,adj.小心的，谨慎的
curiosity,n.好奇心
pillar,n.柱子
register,v.登记，注册
explode,v.爆炸
certain,adj.确定的
image,n.形象
futile,adj.徒劳的
tumble,v.摔倒
hello,int.你好，您好
bulb,n.电灯泡
contact,n.接触
efficiency,n.效率
trip,n.旅游，出行
eager,adj.渴望的，热切的
corridor,n.走廊，过道
dictionary,n.词典
lawn,n.草地，草坪
appoint,v.任命，委派
without,adv.没有，缺乏
equation,n.方程式
invade,v.侵略
those,det.那些
feature,n.特征
zero,n.零
throw,v.扔，抛
conspiracy,n.密谋，阴谋
ditch,v.抛弃，丢弃
execute,v.处决
postman,n.邮递员
studio,n.演播室
hitherto,adv.到目前为止，迄今
pound,n.英镑
foremost,adj.最重要的
pork,n.猪肉
napkin,n.餐巾，餐巾纸
embark,v.上船，登机
nonsense,n.毫无意义的话
shape,n.形状
sixty,num.六十
likely,adj.可能的
add,v.增加
philosophy,n.哲学（体系）
receive,v.收到
thrust,v.猛推，挤
bury,v.埋葬
trolley,n.手推车
speciality,n.特产
clash,n.冲突
cough,n.咳嗽
stupid,adj.笨的，傻的
grape,n.葡萄
puppet,n.木偶
advent,n.来临，到来
vote,n.选票
glance,n.一瞥，扫视
upper,adj.上面的
owing to,phrase.由于，因为
think,v.认为
millionaire,n.百万富翁
forgive,v.原谅
slap,v.掌掴
chase,v.追逐
associate,v.联想，联系
indulge,v.沉溺于
contrast,n.差异，差别
minute,adj.极小的
dip,v.浸，蘸
fix,v.修理
stride,v.大步走
retreat,v.撤退
lady,n.女士，夫人
excessive,adj.过多的
pest,n.害虫
deteriorate,v.恶化，变坏
able,adj.能…的
northern,adj.北方的，向北的
eternal,adj.永恒的
great,adj.大的
mouth,n.嘴
say,v.说，表达
hear,v.听见
infinite,adj.无限的，无穷的
manager,n.经理
public,adj.大众的
cinema,n.电影院
thing,n.东西，事物
grey,adj.灰色的
cure,v.治愈
cock,n.公鸡
graceful,adj.优美的，文雅的
prosperity,n.繁荣，兴旺
name,n.名字，名称
protest,v.抗议，反对
pop,n.流行音乐
block,n.大块
herself,pron.她自己
intercourse,n.性交
viable,adj.可行的，可实施的
slow,adj.缓慢的
range,n.一系列
rotten,adj.腐烂的
march,n.示威游行
innumerable,adj.数不清的
many,adj.许多的，大量的
occur,v.发生，出现
stack,n.一叠
advanced,adj.先进的
continue,v.继续
presume,v.推测
to,prep.向，朝
ton,n.吨
mud,n.泥，烂泥，泥浆
blunt,adj.率直的
fuel,n.燃料
generate,v.生成，产生（能量）
project,n.项目，工程
practice,n.练习
deplore,v.强烈反对，谴责
move,v.移动
cake,n.蛋糕
spring,n.春天
siren,n.汽笛
scope,n.范围
bay,n.湾，海湾
capture,v.捕获
implicit,adj.含蓄的
mineral,n.矿物，矿物质，矿产
agitate,v.激怒，使不安
strong,adj.强的
mob,n.暴民
retort,v.反驳
freeze,v.冻结，结冰
maximum,adj.最大数量的，最大极限的
clutch,v.紧握，突然抓住
interrupt,v.插嘴，打断
lofty,adj.高耸的
breakdown,n.故障
sentiment,n.情绪
early,adj.早期的
spokeswoman,n.女发言人
accordance,n.按照，依据
summon,v.传唤
consumption,n.消耗
herald,v.是…的前兆
dazzle,v.使眼花，使目眩
asleep,adj.睡着的
prone,adj.易于遭受…的
behalf,n.代表
these,det.这些
prophet,n.预言者
award,n.奖金，奖品
about,adj.即将…的
emotion,n.感情
psychology,n.心理（学）
envy,v.羡慕
queue,n.行列，队列
miserable,adj.痛苦的
magistrate,n.地方执法官
transcend,v.超出，超越
capable,adj.有才干的
pass,n.及格
investment,n.投资
steam,n.蒸气
cradle,n.摇篮
stab,v.刺，戳
politician,n.政治家，政客
occurrence,n.发生的事，事件
spiral,adj.螺旋形的
betray,v.泄密
tan,v.晒黑
strand,n.股，缕
ghost,n.鬼魂，幽灵
context,n.背景，环境
plight,n.困境，苦境
solution,n.解决方案
fierce,adj.凶猛的
six,num.六
casual,adj.随意的
poultry,n.家禽
X-ray,n.X射线，X光
tremble,v.颤抖，战栗
passenger,n.旅客，乘客
arrogant,adj.傲慢的，自大的
programme,n.计划
patron,n.赞助人
treat,n.款待
swing,v.摇摆
initiate,v.开始
hen,n.母鸡
mine,n.矿，矿井
awake,adj.醒着的
radioactive,adj.放射性的
identification,n.辨认
restrain,v.抑制
fire,n.火，火灾
till,conj.直到…为止，在…之前
hemisphere,n.（地球的）半球
eject,v.逐出
classification,n.分类，类别
opportunity,n.机会，时机
beach,n.海滩，湖滨
curse,v.诅咒，咒骂
thought,n.想法
rice,n.大米，稻米
outskirts,n.郊区
circulate,v.流通，循环
grasp,v.抓紧
student,n.学生
barrier,n.障碍
tape,n.磁带，录音带
spacecraft,n.宇宙飞船
microphone,n.话筒，麦克风
sculpture,n.雕像（作品）
fringe,n.流苏
lobby,n.门厅
certificate,n.证明，证书
mysterious,adj.神秘的
brow,n.额头
supply,n.补给
gallon,n.加仑
weekday,n.工作日
premise,n.前提
among,prep.在…当中
note,n.笔记
rim,n.边沿
cease,v.停止
tentative,adj.暂定的
nylon,n.尼龙
thread,n.线
marry,v.结婚
deserve,v.应得，值得
mist,n.薄雾，水汽
oak,n.栎树，橡树
pepper,n.胡椒粉
incorporate,v.包含，合并
premier,adj.首要的
ruin,v.毁灭，毁坏
full,adj.满的
energy,n.活力
essential,adj.必不可少的
luggage,n.行李
lunch,n.午餐
spine,n.脊柱
dense,adj.密集的
distinct,adj.清晰的，明显的
hint,n.暗示，提示
holy,adj.神圣的
childhood,n.童年
caution,v.警告，提醒
imaginative,adj.有想象力的，有独创性的
desk,n.书桌
absorb,v.吸收
robust,adj.强健的
resent,v.愤恨，憎恶
money,n.钱
reason,n.理由
design,n.设计
wealthy,adj.富有的
language,n.语言
empirical,adj.经验主义的
outline,n.提纲，梗概
icon,n.图标
nod,n.点头
dean,n.院长，系主任
geology,n.地质学
hound,n.猎犬
clothing,n.服装
consistent,adj.持续的
singular,adj.单数的
appear,v.似乎
normal,adj.正常的
aggravate,v.加剧，使恶化
commerce,n.贸易
aisle,n.过道，通道
lag,v.落后，滞后，缓慢移动
guitar,n.吉他
post,v.邮寄
vicious,adj.残酷的
trust,n.相信，信赖
deploy,v.部署，调度
contradict,v.反驳
its,pron.它的
column,n.柱，柱状物
propel,v.推动
order,n.顺序
interact,v.相互沟通
taste,n.味道
eyebrow,n.眉毛
false,adj.错误的
pulse,n.脉搏
weed,n.杂草，野草
effect,n.影响
float,v.浮动
cosmic,adj.宇宙的
chat,v.聊天，闲聊
noise,n.噪音
walk,n.步行，散步
inform,v.通知
cattle,n.牛
wallet,n.钱包
direct,adj.直接的
compute,v.估计
safety,n.安全（场所）
homogeneous,adj.同种类的，由相同事物组成的
reckless,adj.鲁莽的，不计后果的
metal,n.金属
catalog,n.目录
number,n.数字
essence,n.本质，精髓
awe,n.敬畏，惊叹
guide,n.指南，手册
reception,n.接待区
host,n.主人
bicycle,n.自行车
professional,adj.职业的
now,adv.现在，目前
electrician,n.电工，电气技师
solid,adj.固体的
gate,n.大门
elect,v.选举
skeleton,n.骨骼
reduction,n.减少
light,n.光
gracious,adj.和蔼慈祥的
card,n.卡片
precious,adj.珍奇的
lemon,n.柠檬
selfish,adj.自私的
journal,n.期刊，报纸
literally,adv.字面上地
drop,v.（使）落下
ownership,n.所有权
coil,v.缠绕，盘绕
sight,n.看见
handbook,n.手册，指南
translate,v.翻译
foresee,v.预见，预知
use,v.使用，利用
peasant,n.农民
pleasure,n.快乐
industrialize,v.工业化
option,n.选择（权）
threshold,n.门槛
tile,n.瓷砖，地砖，瓦片
absolute,adj.完全的
graphic,adj.绘画的
beneficial,adj.有益的，有利的
exploit,v.利用
sixteen,num.十六
bottle,n.瓶子
locker,n.储物柜，寄存柜
saucer,n.茶托
sympathetic,adj.同情的
resume,v.重新开始
stadium,n.露天体育场
obsolete,adj.已过时的，废弃的
democratic,adj.民主的
die,v.死亡，凋谢
hand,n.手
help,n.帮助
ounce,n.盎司
inevitable,adj.必然发生的，不可避免的
statute,n.法令，章程
flour,n.面粉
scent,n.气味
conspicuous,adj.惹人注目的，显眼的
sure,adj.确信的
finish,n.结尾
robot,n.机器人
silver,n.银
illuminate,v.照亮
hypothesis,n.假设，假说
champion,n.冠军
merely,adv.仅仅，只不过
static,adj.静止的
transparent,adj.透明的
worship,n.崇拜
aspect,n.方面
democracy,n.民主
oil,n.石油
numerical,adj.数字的
mentor,n.导师，顾问
helpful,adj.有帮助的
ancestor,n.祖先
diagnose,v.诊断（疾病）
bulk,n.主体
staff,n.全体职员
spaceship,n.宇宙飞船
knife,n.刀
postcard,n.明信片
code,n.密码
profession,n.职业
evade,v.逃脱
hot,adj.热的
glitter,v.闪耀
bill,n.法案
deadly,adj.致命的
opposite,adj.对面的，另一边的
bait,n.鱼饵
poverty,n.贫困
meeting,n.会议
quest,n.探求
masterpiece,n.杰作，代表作
swamp,n.沼泽
revise,v.修改，修订
stubborn,adj.固执的
spokesperson,n.发言人
symbol,n.象征，标志
fare,n.车费，票价
companion,n.伴侣
anywhere,adv.在任何地方
compass,n.指南针，罗盘
allocate,v.分配，分派
plenty,det.很多，大量
